team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2022,EDM,EDM,Team Level,all,68,0.55,0.52,0.51,246787.0,2229.44,252.23,159.28,490.13,71.98,1196.35,874.02,238.4,254.14,240.32,2262.0,782.0,1000.0,4044.0,264.0,182.0,26.0,439.0,63.0,1053.0,1043.0,1998.0,2780.0,274.0,593.0,2045.0,1529.0,614.0,730.0,2032.0,753.0,259.0,62.45,92.86,96.92,79.0,107.0,78.0,4100.91,3044.0,3079.17,415.0,35.5,41.6,41.78,245.94,247.98,239.63,2130.44,202.93,145.49,493.73,71.11,1175.95,844.79,196.63,202.5,196.22,2162.0,772.0,870.0,3804.0,226.0,170.0,34.0,495.0,58.0,989.0,996.0,1936.0,2708.0,266.0,576.0,1999.0,1715.0,571.0,688.0,2165.0,582.0,187.0,65.07,70.01,67.86,74.0,76.0,76.0,3777.52,2934.0,2920.11,373.0,32.45,32.94,32.98,202.4,201.8,197.69
EDM,2022,EDM,EDM,Team Level,5on5,68,0.54,0.52,0.51,197300.0,1699.2,157.63,116.3,396.67,55.48,917.14,687.79,151.04,159.54,152.97,1715.0,616.0,806.0,3137.0,158.0,136.0,14.0,359.0,50.0,804.0,824.0,1557.0,2173.0,238.0,521.0,1523.0,1434.0,505.0,604.0,1644.0,540.0,147.0,51.33,66.94,39.34,68.0,67.0,23.0,3193.91,2331.0,2366.17,364.0,24.17,27.82,27.58,154.21,156.24,152.67,1620.65,133.82,104.78,391.25,53.45,886.49,663.21,130.64,133.38,130.23,1634.0,599.0,679.0,2912.0,145.0,129.0,27.0,392.0,37.0,754.0,776.0,1489.0,2088.0,235.0,511.0,1524.0,1585.0,485.0,562.0,1690.0,438.0,105.0,51.44,52.74,29.64,63.0,52.0,30.0,2885.52,2233.0,2219.11,328.0,21.62,24.14,24.39,131.05,130.45,128.71
EDM,2022,EDM,EDM,Team Level,4on5,68,0.16,0.14,0.16,21848.0,70.29,8.35,3.64,9.61,2.12,21.56,47.72,8.31,8.35,8.31,77.0,16.0,10.0,103.0,10.0,3.0,1.0,4.0,1.0,17.0,58.0,67.0,83.0,12.0,24.0,200.0,51.0,60.0,47.0,53.0,33.0,7.0,1.9,4.1,2.35,2.0,7.0,1.0,103.0,93.0,93.0,43.0,0.83,0.92,0.92,8.27,8.27,8.26,354.06,43.61,30.75,75.24,11.72,216.33,112.35,41.71,43.61,41.71,359.0,131.0,142.0,632.0,53.0,31.0,6.0,73.0,16.0,177.0,140.0,306.0,437.0,15.0,30.0,208.0,31.0,29.0,71.0,350.0,90.0,50.0,9.36,10.82,23.44,5.0,16.0,32.0,632.0,490.0,490.0,2.0,8.05,6.3,6.09,45.57,45.57,44.21
EDM,2022,EDM,EDM,Team Level,5on4,68,0.95,0.9,0.89,19468.0,342.04,57.68,30.9,64.79,10.72,196.98,100.93,51.36,57.68,51.36,352.0,110.0,136.0,598.0,68.0,37.0,10.0,51.0,11.0,180.0,115.0,284.0,394.0,15.0,30.0,206.0,27.0,24.0,59.0,268.0,128.0,66.0,6.59,15.24,35.85,8.0,24.0,36.0,598.0,462.0,462.0,2.0,8.08,11.04,11.04,54.73,54.73,50.48,41.84,3.3,1.74,5.89,1.3,13.21,31.56,3.28,3.3,3.28,46.0,11.0,8.0,65.0,5.0,0.0,0.0,5.0,1.0,10.0,36.0,41.0,52.0,9.0,21.0,164.0,72.0,35.0,37.0,44.0,10.0,3.0,1.27,1.24,0.8,2.0,2.0,1.0,65.0,57.0,57.0,34.0,0.41,0.0,0.0,3.7,3.7,3.67
PHI,2022,PHI,PHI,Team Level,other,67,0.44,0.47,0.46,8106.0,102.75,20.69,7.12,18.74,3.3,54.71,33.45,19.84,20.69,19.84,102.0,36.0,54.0,192.0,16.0,9.0,1.0,15.0,4.0,44.0,50.0,86.0,122.0,7.0,14.0,77.0,23.0,20.0,11.0,73.0,39.0,26.0,2.7,4.85,13.15,2.0,3.0,11.0,192.0,138.0,138.0,5.0,2.04,2.55,2.55,20.18,20.18,19.87,117.83,26.49,7.71,20.96,3.86,61.84,41.15,24.71,26.49,24.71,122.0,40.0,56.0,218.0,36.0,11.0,2.0,19.0,6.0,49.0,41.0,86.0,126.0,2.0,4.0,103.0,22.0,13.0,20.0,89.0,40.0,33.0,3.55,5.3,17.65,7.0,9.0,20.0,218.0,162.0,162.0,7.0,2.14,3.4,3.4,25.23,25.23,24.26
PHI,2022,PHI,PHI,Team Level,all,67,0.45,0.47,0.48,243482.0,1967.44,184.6,135.36,459.49,65.34,1079.19,796.03,177.19,184.36,176.96,1970.0,750.0,939.0,3659.0,171.0,170.0,22.0,466.0,68.0,806.0,1039.0,1799.0,2549.0,252.0,604.0,1705.0,1865.0,397.0,495.0,2010.0,513.0,197.0,56.15,62.47,65.97,66.0,45.0,60.0,3635.17,2720.0,2706.39,331.0,29.55,36.08,36.16,177.98,177.58,173.76,2154.58,222.96,152.92,493.3,70.57,1178.87,855.39,213.3,224.3,214.54,2096.0,878.0,1173.0,4147.0,221.0,191.0,20.0,464.0,69.0,970.0,1059.0,1875.0,2753.0,249.0,595.0,2047.0,1548.0,449.0,602.0,2083.0,665.0,226.0,62.91,82.82,77.22,64.0,87.0,70.0,4188.45,2974.0,2998.75,363.0,33.79,39.43,39.43,217.32,218.62,213.24
PHI,2022,PHI,PHI,Team Level,5on5,67,0.47,0.47,0.49,198423.0,1576.29,130.62,104.85,382.26,52.51,864.98,645.77,126.93,130.39,126.71,1575.0,606.0,748.0,2929.0,117.0,135.0,17.0,402.0,50.0,628.0,849.0,1458.0,2064.0,231.0,562.0,1316.0,1761.0,318.0,422.0,1645.0,410.0,126.0,46.31,49.95,34.36,54.0,31.0,32.0,2905.17,2181.0,2167.39,300.0,21.64,26.55,26.64,125.63,125.22,123.59,1666.81,149.78,113.33,398.79,54.49,913.59,678.02,144.13,151.12,145.38,1631.0,677.0,955.0,3263.0,136.0,141.0,14.0,392.0,46.0,743.0,850.0,1495.0,2172.0,225.0,545.0,1584.0,1449.0,365.0,490.0,1662.0,506.0,140.0,49.23,62.95,37.61,46.0,64.0,26.0,3304.45,2308.0,2332.75,317.0,23.5,27.81,28.15,145.14,146.43,143.7
PHI,2022,PHI,PHI,Team Level,4on5,67,0.13,0.14,0.16,18737.0,62.03,6.22,3.27,8.5,1.91,19.56,43.55,6.18,6.22,6.18,69.0,14.0,14.0,97.0,11.0,2.0,0.0,3.0,3.0,14.0,50.0,58.0,72.0,5.0,10.0,151.0,50.0,46.0,26.0,57.0,17.0,9.0,1.57,2.14,2.52,2.0,6.0,3.0,97.0,83.0,83.0,24.0,0.75,0.33,0.33,6.64,6.64,6.62,312.87,40.97,29.07,65.53,10.37,186.07,95.99,38.91,40.97,38.91,278.0,150.0,153.0,581.0,45.0,35.0,4.0,49.0,16.0,168.0,115.0,233.0,383.0,13.0,26.0,203.0,17.0,18.0,54.0,276.0,108.0,44.0,8.38,13.13,19.45,9.0,14.0,22.0,581.0,428.0,428.0,5.0,7.51,7.5,7.16,41.32,41.32,39.73
PHI,2022,PHI,PHI,Team Level,5on4,67,0.83,0.84,0.81,18216.0,226.35,27.07,20.12,50.0,7.62,139.94,73.25,24.23,27.07,24.23,224.0,94.0,123.0,441.0,27.0,24.0,4.0,46.0,11.0,120.0,90.0,197.0,291.0,9.0,18.0,161.0,31.0,13.0,36.0,235.0,47.0,36.0,5.58,5.53,15.95,8.0,5.0,14.0,441.0,318.0,318.0,2.0,5.12,6.65,6.65,25.53,25.53,23.69,57.06,5.71,2.82,8.01,1.86,17.37,40.23,5.54,5.71,5.54,65.0,11.0,9.0,85.0,4.0,4.0,0.0,4.0,1.0,10.0,53.0,61.0,72.0,9.0,20.0,157.0,60.0,53.0,38.0,56.0,11.0,9.0,1.76,1.45,2.51,2.0,0.0,2.0,85.0,76.0,76.0,34.0,0.65,0.72,0.72,5.64,5.64,5.55
BOS,2022,BOS,BOS,Team Level,other,66,0.53,0.45,0.45,10168.0,131.3,32.41,9.72,21.5,4.33,66.91,43.12,30.84,32.41,30.84,131.0,47.0,56.0,234.0,32.0,12.0,3.0,17.0,4.0,54.0,59.0,99.0,146.0,14.0,28.0,124.0,26.0,17.0,21.0,67.0,69.0,42.0,3.01,8.74,20.66,8.0,6.0,18.0,234.0,178.0,178.0,7.0,2.87,3.21,3.21,32.07,32.07,30.91,158.35,29.23,12.34,29.91,5.57,90.21,51.74,25.2,29.23,25.2,152.0,67.0,64.0,283.0,16.0,19.0,3.0,28.0,8.0,81.0,67.0,136.0,203.0,13.0,26.0,122.0,31.0,30.0,17.0,119.0,62.0,38.0,4.48,7.69,17.07,1.0,6.0,9.0,283.0,219.0,219.0,6.0,3.75,6.34,6.34,26.65,26.65,24.57
BOS,2022,BOS,BOS,Team Level,all,66,0.54,0.52,0.52,240574.0,2158.63,230.29,155.46,483.81,70.74,1154.79,837.96,221.42,232.37,223.47,2184.0,750.0,956.0,3890.0,246.0,193.0,36.0,484.0,73.0,880.0,1058.0,1938.0,2688.0,269.0,604.0,2064.0,1538.0,438.0,617.0,1990.0,713.0,231.0,61.08,89.56,79.65,88.0,88.0,70.0,3966.96,2934.0,2982.64,249.0,34.77,42.34,42.44,222.62,224.87,219.6,1970.93,194.32,139.01,449.65,64.56,1073.27,780.26,184.5,192.7,182.98,1947.0,755.0,940.0,3642.0,145.0,175.0,16.0,470.0,69.0,840.0,1003.0,1802.0,2557.0,269.0,602.0,1718.0,1726.0,621.0,689.0,1921.0,574.0,207.0,54.58,70.27,69.46,43.0,51.0,51.0,3580.58,2702.0,2668.57,329.0,31.26,38.79,38.93,186.59,185.1,180.12
BOS,2022,BOS,BOS,Team Level,5on5,66,0.54,0.51,0.52,190190.0,1646.83,152.11,113.02,386.34,53.59,878.99,651.01,147.27,154.2,149.32,1654.0,582.0,727.0,2963.0,163.0,145.0,25.0,392.0,60.0,655.0,821.0,1491.0,2073.0,223.0,510.0,1522.0,1408.0,362.0,502.0,1577.0,522.0,137.0,48.57,65.57,37.97,73.0,62.0,28.0,3039.96,2236.0,2284.64,217.0,23.52,30.14,30.24,145.4,147.64,145.54,1512.43,129.12,100.96,361.14,49.47,818.28,614.09,124.43,127.5,122.91,1503.0,571.0,764.0,2838.0,94.0,132.0,9.0,379.0,53.0,631.0,785.0,1409.0,1980.0,233.0,528.0,1284.0,1583.0,516.0,575.0,1527.0,419.0,128.0,43.2,51.24,34.68,38.0,35.0,21.0,2776.58,2074.0,2040.57,286.0,20.91,26.63,26.77,123.19,121.7,119.53
BOS,2022,BOS,BOS,Team Level,4on5,66,0.18,0.19,0.2,20540.0,64.27,6.57,3.52,8.79,1.94,21.25,44.93,6.45,6.57,6.45,76.0,11.0,19.0,106.0,6.0,4.0,0.0,8.0,0.0,16.0,53.0,70.0,81.0,12.0,26.0,179.0,81.0,51.0,26.0,58.0,24.0,5.0,1.96,3.18,1.43,2.0,3.0,1.0,106.0,87.0,87.0,20.0,0.8,0.57,0.57,6.8,6.8,6.7,246.93,30.37,22.93,51.65,7.99,148.88,78.18,29.36,30.37,29.36,233.0,107.0,103.0,443.0,30.0,24.0,4.0,57.0,8.0,121.0,100.0,203.0,310.0,14.0,28.0,170.0,35.0,20.0,67.0,233.0,75.0,32.0,5.78,9.26,15.33,4.0,9.0,17.0,443.0,340.0,340.0,8.0,5.97,5.82,5.82,30.53,30.53,29.88
BOS,2022,BOS,BOS,Team Level,5on4,66,0.88,0.88,0.86,19676.0,316.23,39.2,29.2,67.18,10.88,187.65,98.89,36.86,39.2,36.86,323.0,110.0,154.0,587.0,45.0,32.0,8.0,67.0,9.0,155.0,125.0,278.0,388.0,20.0,40.0,239.0,23.0,8.0,68.0,288.0,98.0,47.0,7.52,12.08,19.59,5.0,17.0,23.0,587.0,433.0,433.0,5.0,7.57,8.42,8.42,38.36,38.36,36.45,53.22,5.59,2.77,6.95,1.52,15.91,36.26,5.52,5.59,5.52,59.0,10.0,9.0,78.0,5.0,0.0,0.0,6.0,0.0,7.0,51.0,54.0,64.0,9.0,20.0,142.0,77.0,55.0,30.0,42.0,18.0,9.0,1.12,2.09,2.38,0.0,1.0,4.0,78.0,69.0,69.0,29.0,0.63,0.0,0.0,6.22,6.22,6.13
WSH,2022,WSH,WSH,Team Level,other,68,0.49,0.52,0.54,9319.0,133.88,28.13,8.96,24.53,4.44,68.88,46.06,26.19,28.13,26.19,127.0,54.0,59.0,240.0,28.0,8.0,2.0,19.0,6.0,68.0,52.0,99.0,153.0,8.0,16.0,95.0,31.0,12.0,20.0,99.0,45.0,37.0,3.42,5.71,18.99,6.0,7.0,15.0,240.0,181.0,181.0,8.0,2.55,3.2,3.2,27.47,27.47,26.22,111.84,29.11,7.21,18.98,3.66,56.86,40.24,26.89,29.11,26.89,110.0,47.0,65.0,222.0,26.0,8.0,2.0,11.0,3.0,59.0,50.0,84.0,131.0,10.0,20.0,112.0,20.0,16.0,27.0,85.0,31.0,41.0,3.09,3.75,22.28,0.0,3.0,23.0,222.0,157.0,157.0,11.0,2.03,2.45,2.28,28.8,28.8,27.35
WSH,2022,WSH,WSH,Team Level,all,68,0.5,0.51,0.5,247201.0,2173.09,212.85,148.84,506.35,72.91,1174.06,870.0,202.55,213.71,203.4,2123.0,862.0,1084.0,4069.0,210.0,211.0,30.0,443.0,64.0,985.0,1073.0,1913.0,2775.0,236.0,531.0,1903.0,1701.0,475.0,614.0,2142.0,630.0,213.0,61.71,76.99,74.14,66.0,76.0,68.0,4070.82,2985.0,2990.43,315.0,32.97,41.98,42.43,203.38,204.22,198.57,2109.65,216.1,143.91,486.45,69.89,1163.18,851.53,206.24,216.32,206.45,2069.0,863.0,1041.0,3973.0,202.0,173.0,31.0,458.0,60.0,944.0,1095.0,1867.0,2730.0,255.0,560.0,1931.0,1591.0,540.0,580.0,2091.0,625.0,216.0,63.15,76.25,76.71,63.0,65.0,74.0,3985.79,2932.0,2938.54,300.0,31.52,38.08,38.08,209.47,209.64,204.1
WSH,2022,WSH,WSH,Team Level,5on5,68,0.5,0.51,0.5,199840.0,1706.59,147.74,111.4,412.78,56.84,914.35,697.89,142.03,148.61,142.88,1676.0,665.0,869.0,3210.0,145.0,168.0,23.0,368.0,51.0,742.0,868.0,1531.0,2196.0,214.0,487.0,1498.0,1593.0,412.0,515.0,1703.0,502.0,136.0,49.61,61.52,36.61,54.0,59.0,32.0,3211.82,2341.0,2346.43,284.0,23.11,32.49,33.21,137.64,138.48,136.01,1666.95,145.47,109.14,402.75,55.43,919.6,682.6,140.96,145.69,141.17,1624.0,691.0,823.0,3138.0,142.0,136.0,20.0,381.0,49.0,715.0,892.0,1482.0,2173.0,225.0,502.0,1454.0,1499.0,459.0,473.0,1708.0,479.0,128.0,51.4,58.66,35.41,57.0,55.0,30.0,3150.79,2315.0,2321.53,257.0,22.53,27.27,27.43,140.57,140.73,138.51
WSH,2022,WSH,WSH,Team Level,4on5,68,0.11,0.14,0.15,17878.0,48.08,4.54,2.48,6.99,1.72,16.25,35.01,4.35,4.54,4.35,56.0,11.0,18.0,85.0,2.0,5.0,0.0,7.0,0.0,10.0,43.0,54.0,65.0,6.0,12.0,140.0,45.0,25.0,24.0,48.0,15.0,4.0,1.31,1.91,1.32,1.0,1.0,0.0,85.0,67.0,67.0,17.0,0.57,1.05,1.05,4.06,4.06,4.02,274.81,36.45,24.86,57.47,9.18,169.02,89.0,33.32,36.45,33.32,271.0,115.0,145.0,531.0,29.0,29.0,9.0,60.0,8.0,153.0,107.0,242.0,357.0,16.0,30.0,182.0,20.0,16.0,52.0,245.0,99.0,42.0,7.12,11.66,17.67,5.0,4.0,20.0,531.0,386.0,386.0,9.0,6.34,8.36,8.36,34.42,34.42,32.57
WSH,2022,WSH,WSH,Team Level,5on4,68,0.86,0.87,0.84,20164.0,284.54,32.44,26.0,62.05,9.91,174.58,91.04,29.98,32.44,29.98,264.0,132.0,138.0,534.0,35.0,30.0,5.0,49.0,7.0,165.0,110.0,229.0,361.0,8.0,16.0,170.0,32.0,26.0,55.0,292.0,68.0,36.0,7.37,7.84,17.23,5.0,9.0,21.0,534.0,396.0,396.0,6.0,6.74,5.23,4.97,34.21,34.21,32.32,56.05,5.07,2.69,7.25,1.6,17.69,39.68,5.06,5.07,5.06,64.0,10.0,8.0,82.0,5.0,0.0,0.0,6.0,0.0,17.0,46.0,59.0,69.0,4.0,8.0,183.0,52.0,49.0,28.0,53.0,16.0,5.0,1.54,2.18,1.35,1.0,3.0,1.0,82.0,74.0,74.0,23.0,0.62,0.0,0.0,5.69,5.69,5.68
FLA,2022,FLA,FLA,Team Level,other,67,0.46,0.52,0.52,11297.0,160.54,35.82,12.43,28.25,5.36,88.08,48.06,31.63,35.82,31.63,158.0,60.0,82.0,300.0,27.0,23.0,5.0,27.0,6.0,79.0,56.0,131.0,191.0,13.0,29.0,130.0,30.0,24.0,28.0,115.0,52.0,51.0,4.71,6.61,24.51,3.0,4.0,20.0,300.0,218.0,218.0,9.0,3.83,8.78,8.18,31.47,31.47,29.38,149.29,42.69,10.65,25.31,5.04,72.87,44.43,40.15,42.69,40.15,147.0,54.0,77.0,278.0,37.0,21.0,3.0,26.0,5.0,62.0,50.0,110.0,164.0,8.0,19.0,130.0,31.0,19.0,25.0,85.0,52.0,64.0,3.28,6.98,32.43,5.0,7.0,25.0,278.0,201.0,201.0,7.0,3.21,7.18,7.18,38.72,38.72,37.1
FLA,2022,FLA,FLA,Team Level,all,67,0.53,0.54,0.54,243230.0,2447.64,259.06,176.01,561.5,82.32,1337.07,956.05,243.62,260.29,244.75,2475.0,897.0,1108.0,4480.0,227.0,254.0,47.0,515.0,68.0,1130.0,1178.0,2248.0,3145.0,302.0,663.0,1988.0,1389.0,479.0,599.0,2421.0,660.0,291.0,71.03,82.38,105.64,70.0,77.0,80.0,4504.41,3372.0,3390.55,261.0,39.78,62.34,62.89,235.95,236.86,229.36,2113.0,233.52,150.15,490.75,71.36,1148.68,822.54,221.38,233.34,221.29,2133.0,784.0,878.0,3795.0,225.0,206.0,33.0,434.0,89.0,916.0,1047.0,1908.0,2692.0,287.0,630.0,2118.0,1407.0,436.0,638.0,2051.0,600.0,266.0,58.21,74.19,101.13,77.0,65.0,83.0,3784.47,2917.0,2911.61,309.0,34.06,44.53,44.57,223.02,223.02,214.51
FLA,2022,FLA,FLA,Team Level,5on5,67,0.54,0.54,0.54,188066.0,1826.51,163.35,123.27,441.81,61.18,998.89,736.49,156.44,164.59,157.56,1851.0,674.0,856.0,3381.0,149.0,178.0,28.0,403.0,46.0,842.0,907.0,1702.0,2376.0,264.0,576.0,1459.0,1255.0,392.0,479.0,1857.0,508.0,160.0,54.35,63.52,45.48,58.0,61.0,30.0,3405.41,2525.0,2543.55,215.0,25.55,38.64,39.09,149.82,150.73,148.08,1572.34,137.46,106.96,384.0,53.21,863.81,633.56,132.7,137.28,132.61,1575.0,604.0,646.0,2825.0,129.0,142.0,20.0,343.0,64.0,693.0,808.0,1446.0,2050.0,260.0,570.0,1565.0,1289.0,353.0,526.0,1601.0,449.0,129.0,45.78,55.01,36.67,59.0,45.0,25.0,2814.47,2179.0,2173.61,273.0,22.15,29.51,29.55,130.07,130.06,127.95
FLA,2022,FLA,FLA,Team Level,4on5,67,0.12,0.17,0.18,21999.0,74.64,6.63,3.61,10.67,2.26,23.86,52.98,6.32,6.63,6.32,78.0,22.0,18.0,118.0,3.0,2.0,1.0,10.0,2.0,20.0,63.0,75.0,97.0,10.0,30.0,186.0,77.0,48.0,31.0,76.0,16.0,8.0,2.32,1.89,2.42,1.0,0.0,2.0,118.0,100.0,100.0,30.0,0.83,0.58,0.58,6.88,6.88,6.7,331.4,47.21,29.46,72.66,11.11,192.11,102.45,42.48,47.21,42.48,348.0,107.0,138.0,593.0,53.0,37.0,9.0,62.0,18.0,143.0,142.0,295.0,402.0,11.0,25.0,230.0,21.0,18.0,63.0,305.0,83.0,67.0,7.45,10.06,29.7,12.0,10.0,31.0,593.0,455.0,455.0,7.0,8.0,6.48,6.48,48.74,48.74,44.0
FLA,2022,FLA,FLA,Team Level,5on4,67,0.9,0.87,0.87,21868.0,385.95,53.25,36.71,80.77,13.51,226.24,118.53,49.24,53.25,49.24,388.0,141.0,152.0,681.0,48.0,51.0,13.0,75.0,14.0,189.0,152.0,340.0,481.0,15.0,28.0,213.0,27.0,15.0,61.0,373.0,84.0,72.0,9.65,10.36,33.24,8.0,12.0,28.0,681.0,529.0,529.0,7.0,9.57,14.34,15.05,47.77,47.77,45.2,59.97,6.15,3.09,8.77,2.0,19.88,42.11,6.04,6.15,6.04,63.0,19.0,17.0,99.0,6.0,6.0,1.0,3.0,2.0,18.0,47.0,57.0,76.0,8.0,16.0,193.0,66.0,46.0,24.0,60.0,16.0,6.0,1.69,2.13,2.33,1.0,3.0,2.0,99.0,82.0,82.0,22.0,0.7,1.35,1.35,5.5,5.5,5.45
BUF,2022,BUF,BUF,Team Level,other,66,0.49,0.45,0.42,8038.0,102.45,31.47,6.99,17.33,3.42,48.17,33.63,29.03,31.47,29.03,103.0,38.0,49.0,190.0,29.0,9.0,1.0,16.0,10.0,44.0,33.0,74.0,112.0,6.0,12.0,94.0,18.0,21.0,15.0,58.0,38.0,45.0,2.22,5.03,24.21,1.0,10.0,18.0,190.0,141.0,141.0,7.0,1.99,2.56,2.56,30.9,30.9,28.75,141.51,32.9,10.86,24.15,4.73,82.84,41.51,28.94,32.9,28.94,141.0,56.0,40.0,237.0,29.0,12.0,1.0,24.0,3.0,79.0,50.0,112.0,168.0,8.0,16.0,122.0,14.0,14.0,14.0,97.0,57.0,43.0,3.77,7.02,22.12,5.0,6.0,18.0,237.0,197.0,197.0,5.0,3.1,3.46,3.71,32.29,32.29,29.44
BUF,2022,BUF,BUF,Team Level,all,66,0.49,0.51,0.49,239625.0,2108.93,222.78,146.03,470.36,68.17,1145.31,835.35,211.52,222.9,211.7,2132.0,756.0,956.0,3844.0,241.0,180.0,17.0,459.0,77.0,914.0,1017.0,1891.0,2647.0,223.0,464.0,1759.0,952.0,482.0,447.0,2043.0,631.0,214.0,65.7,76.81,80.26,76.0,92.0,73.0,3848.87,2888.0,2890.39,209.0,32.08,36.01,36.06,218.79,219.21,211.72,2149.51,235.68,151.66,484.75,70.84,1176.13,834.95,223.97,236.59,224.87,2201.0,753.0,728.0,3682.0,238.0,210.0,37.0,489.0,59.0,908.0,1051.0,1963.0,2716.0,254.0,523.0,2126.0,1478.0,505.0,480.0,2028.0,680.0,246.0,62.75,83.91,89.02,71.0,89.0,78.0,3696.18,2954.0,2966.55,241.0,33.86,45.7,45.7,223.84,224.93,217.98
BUF,2022,BUF,BUF,Team Level,5on5,66,0.48,0.52,0.5,194592.0,1666.88,142.64,111.31,387.18,53.77,909.76,677.33,137.7,142.76,137.88,1671.0,611.0,766.0,3048.0,158.0,138.0,9.0,385.0,52.0,727.0,822.0,1513.0,2124.0,186.0,390.0,1370.0,866.0,399.0,367.0,1691.0,482.0,109.0,55.16,58.31,29.16,66.0,65.0,27.0,3052.87,2282.0,2284.39,182.0,22.94,25.03,25.08,140.51,140.93,138.77,1637.97,153.73,110.31,387.14,54.38,889.05,657.4,148.28,154.64,149.17,1687.0,565.0,592.0,2844.0,159.0,163.0,27.0,407.0,47.0,649.0,828.0,1528.0,2093.0,223.0,461.0,1651.0,1392.0,419.0,402.0,1585.0,532.0,135.0,49.76,65.91,38.07,60.0,73.0,26.0,2858.18,2252.0,2264.55,209.0,22.91,32.97,32.73,143.91,145.0,142.5
BUF,2022,BUF,BUF,Team Level,4on5,66,0.14,0.15,0.15,16799.0,56.17,7.02,3.22,7.73,1.75,16.96,37.33,6.76,7.02,6.76,65.0,9.0,15.0,89.0,6.0,6.0,1.0,4.0,0.0,9.0,49.0,59.0,68.0,10.0,20.0,110.0,51.0,52.0,14.0,41.0,24.0,9.0,1.25,3.2,2.57,1.0,2.0,3.0,89.0,74.0,74.0,13.0,0.73,1.6,1.6,6.14,6.14,6.12,312.06,42.09,27.22,65.2,10.04,186.21,98.26,39.97,42.09,39.97,313.0,116.0,92.0,521.0,45.0,33.0,9.0,53.0,8.0,167.0,123.0,268.0,384.0,10.0,20.0,184.0,14.0,14.0,42.0,297.0,75.0,57.0,7.8,8.71,25.57,5.0,7.0,33.0,521.0,429.0,429.0,5.0,7.11,8.6,8.6,40.6,40.6,39.08
BUF,2022,BUF,BUF,Team Level,5on4,66,0.86,0.87,0.84,20196.0,283.43,41.65,24.52,58.12,9.22,170.42,87.07,38.03,41.65,38.03,293.0,98.0,126.0,517.0,48.0,27.0,6.0,54.0,15.0,134.0,113.0,245.0,343.0,21.0,42.0,185.0,17.0,10.0,51.0,253.0,87.0,51.0,7.07,10.27,24.32,8.0,15.0,25.0,517.0,391.0,391.0,7.0,6.4,6.82,6.82,41.24,41.24,38.07,57.97,6.96,3.27,8.27,1.69,18.04,37.77,6.78,6.96,6.78,60.0,16.0,4.0,80.0,5.0,2.0,0.0,5.0,1.0,13.0,50.0,55.0,71.0,13.0,26.0,169.0,58.0,58.0,22.0,49.0,16.0,11.0,1.43,2.27,3.27,1.0,3.0,1.0,80.0,76.0,76.0,22.0,0.75,0.67,0.67,7.04,7.04,6.97
